S/T code,S/T name,LGA code,LGA name,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 and over,Total Persons
1,New South Wales,10050,Albury,3223,3089,3204,3683,4028,3607,3291,3173,3195,3155,3225,3236,2956,2618,2068,1571,1179,1221,51722
1,New South Wales,10110,Armidale Dumaresq,1463,1464,1764,2284,2939,1690,1301,1112,1354,1472,1606,1568,1284,1219,996,741,516,545,25318
1,New South Wales,10150,Ashfield,2821,2262,1892,1993,3267,4558,4253,3521,3312,2899,2921,2420,2088,1643,1349,1174,961,1206,44540
1,New South Wales,10200,Auburn,7464,5573,4521,5148,7103,9748,9481,6864,5875,5162,5036,4807,3574,2618,1838,1355,841,1051,88059
1,New South Wales,10250,Ballina,2006,2466,2577,2542,1778,1668,2032,2250,2728,2736,3092,3178,3051,2881,2205,1684,1355,1599,41828
1,New South Wales,10300,Balranald,163,138,122,128,133,125,158,143,185,151,217,176,165,111,94,86,66,61,2422
1,New South Wales,10350,Bankstown,15458,15076,13500,13541,14786,14424,14687,13198,13071,12631,12849,11992,9864,8370,6294,4936,3863,4662,203202
1,New South Wales,10470,Bathurst Regional,2587,2918,2881,3261,3805,2758,2496,2302,2773,2569,2687,2540,2277,2070,1564,1133,822,788,42231
1,New South Wales,10550,Bega Valley,1550,1896,1883,2037,1255,1199,1355,1458,1843,2017,2707,3078,2956,2737,2090,1448,971,995,33475
1,New South Wales,10600,Bellingen,743,832,880,855,513,481,525,574,798,808,1008,1193,1060,827,675,502,361,375,13010
1,New South Wales,10650,Berrigan,423,449,477,467,328,372,438,419,450,451,518,653,711,708,551,480,236,285,8416
1,New South Wales,10750,Blacktown,27815,26198,23714,23974,24570,25541,27930,25635,24340,21454,20507,18200,15498,12496,8394,5656,3726,3680,339328
1,New South Wales,10800,Bland,403,471,472,326,233,269,362,321,340,316,398,432,352,354,263,236,186,225,5959
1,New South Wales,10850,Blayney,493,569,598,476,408,370,394,348,519,479,513,474,439,400,315,263,177,145,7380
1,New South Wales,10900,Blue Mountains,4465,5078,5119,5046,4299,3663,3931,4448,5785,5548,5862,6108,5995,5207,3663,2303,1573,1719,79812
1,New South Wales,10950,Bogan,225,253,197,178,199,162,134,177,224,222,208,160,167,153,170,118,56,56,3059
1,New South Wales,11000,Bombala,125,145,143,149,113,110,109,126,131,154,172,241,173,185,122,85,55,92,2430
1,New South Wales,11050,Boorowa,134,172,197,153,114,122,97,101,173,196,187,186,195,202,150,99,79,68,2625
1,New South Wales,11100,Botany Bay,3227,2826,2187,2525,3458,4094,4271,3603,3661,2975,2769,2380,2094,1900,1636,1221,844,916,46587
1,New South Wales,11150,Bourke,229,280,200,131,158,219,176,183,202,172,207,208,146,123,97,54,49,42,2876
1,New South Wales,11200,Brewarrina,183,193,154,123,129,126,96,67,113,141,158,139,77,71,28,73,18,28,1917
1,New South Wales,11250,Broken Hill,1010,1104,1194,1102,1130,1120,1026,820,1122,1176,1368,1399,1273,1191,906,739,579,597,18856
1,New South Wales,11300,Burwood,2008,1731,1583,1924,3675,4540,3189,2244,2121,2081,2309,1923,1661,1423,1016,964,845,902,36139
1,New South Wales,11350,Byron,1743,2248,1934,1840,1489,1508,1736,2047,2540,2376,2686,2970,2613,1829,1109,788,589,678,32723
1,New South Wales,11400,Cabonne,892,1019,1046,893,643,606,762,685,899,963,979,871,885,933,669,487,354,274,13860
1,New South Wales,11450,Camden,5808,6004,5343,4999,5134,5013,5215,5366,5576,4734,4496,3628,3150,2776,1951,1346,799,918,72256
1,New South Wales,11500,Campbelltown,11332,11000,10614,11606,12519,12165,11703,10240,10205,9953,10282,10240,9122,7228,4456,2890,1713,1673,158941
1,New South Wales,11520,Canada Bay,6221,4875,3799,4168,6048,8041,8251,7129,6568,5820,5628,5036,4228,3948,2905,2361,1799,1994,88819
1,New South Wales,11550,Canterbury,11661,9804,8196,8927,10127,11953,12847,10996,10404,9903,9603,8450,7284,6280,5000,4223,3115,2973,151746
1,New South Wales,11600,Carrathool,142,200,167,121,168,188,138,169,171,201,242,230,134,143,134,93,45,47,2733
1,New South Wales,11700,Central Darling,138,149,179,105,98,109,173,129,160,145,141,146,115,118,85,47,24,27,2088
1,New South Wales,11720,Cessnock,4099,4041,3588,3596,3599,3774,3805,3473,3638,3444,3532,3565,3320,2937,2084,1416,1026,925,55862
1,New South Wales,11730,Clarence Valley,2506,3100,3187,3317,2407,2023,2220,2323,3033,3065,3749,4065,3937,3898,2970,2210,1582,1448,51040
1,New South Wales,11750,Cobar,422,420,315,262,355,389,371,377,312,295,297,325,226,161,152,128,78,90,4975
1,New South Wales,11800,Coffs Harbour,4297,4660,4679,4804,3941,3806,3785,3826,4675,4747,5110,5383,5088,4496,3381,2514,1851,1928,72971
1,New South Wales,11860,Conargo,115,121,111,98,66,72,70,105,82,113,119,117,116,97,59,29,7,36,1533
1,New South Wales,12000,Coolamon,248,320,344,243,241,141,188,187,267,266,332,274,274,298,254,181,134,150,4342
1,New South Wales,12050,Cooma-Monaro,550,654,628,668,501,397,499,516,717,747,828,734,658,628,502,348,286,284,10145
1,New South Wales,12150,Coonamble,291,277,234,297,320,278,246,188,256,241,293,310,253,232,177,154,110,105,4262
1,New South Wales,12200,Cootamundra,458,484,465,424,332,322,323,299,423,430,529,571,606,592,526,392,246,283,7705
1,New South Wales,12300,Corowa Shire,596,701,633,722,512,565,607,488,659,621,771,734,852,889,751,585,413,388,11487
1,New South Wales,12350,Cowra,612,732,853,829,629,555,578,564,724,766,860,895,976,878,671,586,365,403,12476
1,New South Wales,12500,Deniliquin,443,471,418,463,412,386,373,355,467,438,482,517,566,429,369,344,211,285,7429
1,New South Wales,12600,Dubbo,3147,3129,2915,2961,2844,2806,2520,2456,2602,2664,2773,2594,2216,1932,1492,1176,852,855,41934
1,New South Wales,12700,Dungog,503,573,579,584,386,391,467,493,571,671,697,755,664,616,493,371,190,191,9195
1,New South Wales,12750,Eurobodalla,1691,2141,2201,2074,1241,1278,1495,1588,2008,2135,2579,3072,3363,3598,2814,1914,1336,1354,37882
1,New South Wales,12850,Fairfield,13017,13652,13434,14562,15770,14814,13882,12599,13530,13353,14122,13414,10989,8786,6445,5014,3705,3354,204442
1,New South Wales,12900,Forbes,611,654,671,715,570,602,459,465,543,611,632,655,627,567,501,387,243,241,9754
1,New South Wales,12950,Gilgandra,240,286,289,243,169,194,211,206,230,317,320,311,281,291,259,216,134,171,4368
1,New South Wales,13010,Glen Innes Severn,534,533,529,514,486,391,434,402,520,499,671,710,676,672,505,382,285,256,8999
1,New South Wales,13050,Gloucester,247,313,311,263,163,179,196,217,289,306,359,414,435,454,364,255,181,214,5160
1,New South Wales,13100,Gosford,10032,10754,10478,10966,10116,9178,9608,9858,11527,11264,12100,11446,10528,10434,8140,6179,4873,5657,173138
1,New South Wales,13310,Goulburn Mulwaree,1697,1903,1849,1876,1679,1685,1669,1731,1939,1949,2103,1986,1942,1680,1507,942,680,733,29550
1,New South Wales,13320,Great Lakes,1556,1856,1994,1762,1203,1162,1230,1476,1878,1998,2408,2808,3090,3584,3008,2407,1685,1615,36720
1,New South Wales,13340,Greater Hume Shire,626,723,805,754,438,467,487,501,601,668,746,772,791,670,480,366,216,267,10378
1,New South Wales,13380,Greater Taree,2550,3071,3117,3172,2062,1839,2092,2254,2784,2805,3512,3811,3799,3758,3155,2315,1536,1463,49095
1,New South Wales,13450,Griffith,1885,1889,1802,1834,1780,1819,1675,1446,1651,1665,1736,1571,1387,1049,880,772,558,587,25986
1,New South Wales,13500,Gundagai,221,247,293,245,166,160,202,198,236,225,259,234,278,256,182,142,125,87,3756
1,New South Wales,13550,Gunnedah,893,937,818,873,850,830,747,657,756,722,907,798,685,630,569,489,323,321,12805
1,New South Wales,13650,Guyra,254,343,311,294,242,194,234,229,306,246,326,322,316,316,205,172,125,116,4551
1,New South Wales,13660,Gwydir,310,327,280,236,178,209,235,244,303,341,387,353,360,374,340,265,167,159,5068
1,New South Wales,13700,Harden,199,279,260,189,132,159,142,157,241,212,272,265,292,278,240,167,105,117,3706
1,New South Wales,13800,Hawkesbury,4121,4648,4635,4866,4898,4446,3974,3912,4777,4755,4671,4189,3452,3081,2257,1531,925,996,66134
1,New South Wales,13850,Hay,178,245,173,169,170,138,121,110,186,201,290,214,142,172,145,157,100,88,2999
1,New South Wales,13950,Holroyd,9693,7887,6271,6409,7547,9645,11356,9055,7546,6559,6298,5727,4979,4752,3289,2591,1784,1906,113294
1,New South Wales,14000,Hornsby,10177,10877,10972,11936,11730,9433,9960,11366,12806,12135,12722,11137,9234,8107,6144,4637,3228,3962,170563
1,New South Wales,14100,Hunters Hill,817,1041,962,1515,890,580,622,877,986,1071,1025,902,764,815,567,458,355,494,14741
1,New South Wales,14150,Hurstville,5753,5004,4638,4902,6304,7146,6722,5632,5823,5460,5700,5245,4386,3800,2974,2646,2005,2344,86484
1,New South Wales,14200,Inverell,1149,1189,1094,1229,910,915,1015,878,999,988,1044,1105,999,1014,878,706,413,411,16936
1,New South Wales,14250,Jerilderie,78,78,105,95,73,53,89,64,98,105,146,113,108,92,89,56,48,36,1526
1,New South Wales,14300,Junee,369,410,396,362,412,463,419,379,450,388,445,462,338,341,248,151,103,94,6230
1,New South Wales,14350,Kempsey,1660,1941,2006,1827,1292,1404,1326,1472,1585,1748,2170,2413,2334,2205,1514,1162,778,847,29684
1,New South Wales,14400,Kiama,1199,1199,1305,1361,1095,824,957,1106,1300,1291,1551,1827,1685,1425,1207,859,627,687,21505
1,New South Wales,14450,Kogarah,3816,3422,3367,3668,4439,4969,4948,4090,4259,4001,4214,3803,3203,2871,2045,1575,1251,1481,61422
1,New South Wales,14500,Ku-ring-gai,6202,8558,9504,9980,8288,4872,4921,6534,8672,9603,9470,7950,6535,6103,5016,3854,2966,3831,122859
1,New South Wales,14550,Kyogle,480,617,582,567,384,427,438,447,549,586,709,889,829,749,464,328,242,250,9537
1,New South Wales,14600,Lachlan,504,530,436,324,346,384,463,375,407,395,412,450,426,369,306,260,185,195,6767
1,New South Wales,14650,Lake Macquarie,12327,12298,12302,13151,12591,11409,11742,11766,13528,12797,13924,13804,12760,12034,9439,7157,5409,5728,204166
1,New South Wales,14700,Lane Cove,2421,2314,1969,1986,2416,2763,3079,2793,2741,2482,2200,1972,1732,1685,1169,800,630,807,35959
1,New South Wales,14750,Leeton,706,773,1026,1397,655,612,569,622,693,668,743,711,603,549,491,355,264,208,11645
1,New South Wales,14800,Leichhardt,4417,3396,2280,1760,3113,4725,6218,5935,5652,4450,3674,3283,3105,2586,1705,1053,717,687,58756
1,New South Wales,14850,Lismore,2515,2714,2947,3114,2946,2337,2407,2493,2865,3014,3463,3531,3106,2330,1644,1292,981,1042,44741
1,New South Wales,14870,Lithgow,1169,1350,1290,1235,1276,1179,1164,1128,1367,1362,1633,1581,1452,1399,1092,781,495,463,21416
1,New South Wales,14900,Liverpool,15869,15061,14715,14940,15503,15316,15982,14354,14437,13516,13375,11607,8952,7208,5166,3852,2526,2215,204594
1,New South Wales,14920,Liverpool Plains,417,508,506,439,384,408,397,401,448,486,601,548,525,498,429,341,219,204,7759
1,New South Wales,14950,Lockhart,180,225,200,182,100,112,124,137,168,224,248,193,236,218,175,110,89,104,3025
1,New South Wales,15050,Maitland,5572,5581,5224,5310,5102,5132,5161,5278,5427,4987,4974,4555,4003,3478,2446,1786,1313,1278,76607
1,New South Wales,15150,Manly,3256,3122,2311,2040,2505,3386,4242,4132,3807,3041,2878,2339,2090,1976,1501,1020,841,878,45365
1,New South Wales,15200,Marrickville,5161,4054,3069,2966,6108,9032,9623,8028,7481,6008,5199,4360,3598,2937,2212,1897,1316,1221,84270
1,New South Wales,15270,Mid-Western Regional,1612,1618,1661,1502,1179,1366,1241,1362,1607,1699,1730,1570,1495,1429,1187,849,537,547,24191
1,New South Wales,15300,Moree Plains,1064,1068,953,905,970,1005,911,842,952,862,929,888,681,683,516,378,225,221,14053
1,New South Wales,15350,Mosman,1637,1898,1970,1794,1572,1868,1996,1964,2541,2313,2113,1806,1692,1765,1310,857,574,826,30496
1,New South Wales,15500,Murray,418,371,487,409,315,290,329,377,440,440,502,521,605,662,574,394,251,214,7599
1,New South Wales,15550,Murrumbidgee,186,192,164,157,155,132,144,141,164,166,164,205,133,136,103,93,76,47,2558
1,New South Wales,15650,Muswellbrook,1240,1312,1187,1202,1279,1341,1183,1178,1244,1137,1139,1017,779,652,504,354,241,220,17209
1,New South Wales,15700,Nambucca,969,1213,1159,1103,788,706,751,808,1037,1100,1426,1609,1587,1567,1329,971,689,786,19598
1,New South Wales,15750,Narrabri,1015,1071,945,857,724,753,817,856,844,862,937,943,852,712,589,444,296,282,13799
1,New South Wales,15800,Narrandera,372,458,353,351,282,215,345,322,358,351,424,453,380,349,310,220,152,225,5920
1,New South Wales,15850,Narromine,469,625,550,378,308,333,363,358,405,394,442,421,443,468,338,231,160,136,6822
1,New South Wales,15900,Newcastle,9749,9124,8223,9257,14607,13661,12120,10110,10602,9741,10309,9848,8579,7473,5702,4588,3390,4142,161225
1,New South Wales,15950,North Sydney,4094,2500,1850,2008,4150,9044,10223,7528,5542,4170,4099,3923,3606,3409,2524,1638,1047,1263,72618
1,New South Wales,16100,Oberon,324,344,301,338,282,319,239,269,335,333,340,363,421,382,292,183,126,127,5318
1,New South Wales,16150,Orange,3266,3022,2731,2947,2793,2930,2970,2628,2641,2425,2545,2435,2234,1905,1475,1136,896,830,41809
1,New South Wales,16180,Palerang,1029,1053,1209,1084,733,627,797,902,1283,1311,1304,1287,1047,916,570,386,202,157,15897
1,New South Wales,16200,Parkes,998,1111,1110,1119,898,765,858,897,915,947,1018,949,861,768,692,547,435,449,15337
1,New South Wales,16250,Parramatta,15623,11685,9788,10548,14298,20398,20427,15092,12673,11246,11200,9982,8259,6889,5295,4210,3192,3643,194448
1,New South Wales,16350,Penrith,14733,13668,12630,13408,15424,15723,15134,13487,13633,12481,12841,12030,10298,8870,5534,3516,2255,2257,197922
1,New South Wales,16370,Pittwater,3794,4476,4153,3797,3494,2644,3039,3902,4853,4459,4867,4524,4239,3886,2996,2042,1433,1591,64189
1,New South Wales,16380,Port Macquarie-Hastings,3928,4655,4769,4617,3318,3002,3449,3890,4881,4710,5317,5480,5508,5864,5103,3953,2839,2845,78128
1,New South Wales,16400,Port Stephens,4048,4658,4483,4349,3943,3397,3662,3675,4471,4507,4865,4608,4629,4983,4044,2684,1744,1697,70447
1,New South Wales,16470,Queanbeyan,2694,2534,2499,2549,2954,3228,3288,2874,3109,3037,2898,2488,2013,1495,1065,774,567,591,40657
1,New South Wales,16550,Randwick,8629,7317,6169,7695,15178,15269,13954,11201,10240,8896,8350,7316,6247,5648,4349,3498,2740,3126,145822
1,New South Wales,16610,Richmond Valley,1470,1559,1568,1516,1243,1091,1145,1195,1240,1404,1648,1567,1600,1429,1153,950,723,680,23181
1,New South Wales,16650,Rockdale,7675,5966,5433,5736,6945,9790,10431,8476,8021,6919,6515,6009,5366,4844,3616,3129,2431,2560,109862
1,New South Wales,16700,Ryde,7338,6306,5678,5872,10252,10819,10520,8624,8188,7419,7083,6594,5826,4807,3612,3025,2435,2773,117171
1,New South Wales,16900,Shellharbour,4412,4753,4869,5083,4689,4167,4112,4143,4846,4653,4801,4463,3855,3440,2695,2090,1387,1256,69714
1,New South Wales,16950,Shoalhaven,5276,5955,5813,5900,4996,4655,4789,4863,5768,5875,6951,7325,7220,7482,6210,4685,3310,3074,100147
1,New South Wales,17000,Singleton,1663,1658,1621,1748,1747,1755,1803,1490,1765,1774,1699,1504,1131,961,648,432,332,340,24071
1,New South Wales,17050,Snowy River,426,561,549,689,471,447,367,425,633,584,657,586,482,490,330,221,126,134,8178
1,New South Wales,17100,Strathfield,2492,2074,2018,2409,3448,4977,4165,2653,2353,2419,2427,2208,1761,1404,1021,905,670,721,40125
1,New South Wales,17150,Sutherland Shire,14328,14375,13571,13447,15260,14657,14371,14939,16552,15008,15567,14890,12754,11665,8570,6129,4839,5298,226220
1,New South Wales,17200,Sydney,8141,4310,3056,6261,24769,36005,32702,20414,14962,11260,10299,8512,7594,6257,4072,2878,2011,1836,205339
1,New South Wales,17310,Tamworth Regional,3969,4337,4243,4316,3632,3530,3508,3293,3851,3892,4070,4009,3636,3342,2646,2094,1404,1349,61121
1,New South Wales,17350,Temora,351,457,443,362,208,248,212,298,394,340,449,437,417,400,366,280,210,199,6071
1,New South Wales,17400,Tenterfield,308,427,421,340,245,182,292,353,429,343,513,650,644,629,466,343,209,192,6986
1,New South Wales,17420,The Hills Shire,12052,13857,13773,13785,12921,10020,10931,13016,15023,13813,13388,12409,11146,9951,6981,4274,2443,2447,192230
1,New South Wales,17450,Tumbarumba,181,227,276,175,159,160,164,226,235,212,242,311,283,210,173,156,100,96,3586
1,New South Wales,17500,Tumut Shire,723,848,738,651,562,615,657,560,730,687,797,780,750,688,530,445,298,349,11408
1,New South Wales,17550,Tweed,4969,5509,5585,5652,4502,4044,4532,4758,5900,5740,6424,6861,6140,5916,5022,4113,3367,3426,92460
1,New South Wales,17620,Upper Hunter Shire,929,1096,1069,854,717,939,971,901,928,902,906,951,864,814,596,433,315,352,14537
1,New South Wales,17640,Upper Lachlan Shire,404,506,496,504,308,270,313,387,462,518,662,554,579,579,508,371,249,206,7876
1,New South Wales,17650,Uralla,329,531,437,418,241,243,333,394,416,431,463,530,509,424,301,182,129,100,6411
1,New South Wales,17700,Urana,34,42,79,75,48,29,45,34,76,75,103,79,102,74,102,77,34,34,1142
1,New South Wales,17750,Wagga Wagga,4327,4316,4145,4747,5800,4614,4090,3732,4007,3672,3881,3843,3267,2689,2068,1611,1190,1429,63428
1,New South Wales,17800,Wakool,193,221,186,252,191,192,155,170,199,283,342,367,327,251,210,175,135,138,3987
1,New South Wales,17850,Walcha,155,198,164,155,126,160,141,112,209,213,199,228,223,247,209,130,81,114,3064
1,New South Wales,17900,Walgett,464,475,387,306,378,418,392,357,425,427,487,482,483,438,413,231,112,116,6791
1,New South Wales,17950,Warren,209,223,176,142,141,165,149,147,169,217,243,191,190,175,134,83,85,62,2901
1,New South Wales,18000,Warringah,10711,10900,9540,8962,8722,9349,10931,11842,12995,11524,10584,8616,7485,6890,5737,4359,3425,4121,156693
1,New South Wales,18020,Warrumbungle Shire,485,695,670,571,393,426,428,461,581,591,653,721,712,677,593,473,316,282,9728
1,New South Wales,18050,Waverley,4932,3683,2854,2658,4672,8155,9650,7181,6113,4383,3666,3263,2845,2624,1885,1461,1135,1539,72699
1,New South Wales,18100,Weddin,208,232,206,227,123,133,142,179,204,269,277,254,277,286,250,172,114,148,3701
1,New South Wales,18150,Wellington,542,669,628,513,506,448,491,509,619,540,588,624,562,574,437,360,237,226,9073
1,New South Wales,18200,Wentworth,418,453,475,475,369,344,346,339,438,457,529,472,495,400,355,232,159,127,6883
1,New South Wales,18250,Willoughby,5115,4747,4302,4228,5168,5999,6545,6076,6090,5226,4780,4142,3627,3250,2191,1765,1432,1671,76354
1,New South Wales,18350,Wingecarribee,2440,3067,3310,3116,2180,1947,1863,2283,2994,3105,3234,3315,3361,3773,3003,2125,1488,1424,48028
1,New South Wales,18400,Wollondilly,3284,3686,3481,3390,3035,2678,2868,3140,3786,3396,3319,3069,2637,2324,1502,1047,664,691,47997
1,New South Wales,18450,Wollongong,12404,12960,12116,13203,16860,14437,13286,12991,13995,12831,13835,12747,11454,10326,8304,6680,5303,5143,208875
1,New South Wales,18500,Woollahra,3357,2944,2797,3027,3683,5295,5764,4414,4278,3537,3566,3237,2875,3326,2533,1722,1240,1712,59307
1,New South Wales,18550,Wyong,10051,10889,10304,10406,9443,8988,9088,8786,10490,9934,10266,10150,9347,9415,7792,5769,4384,4479,159981
1,New South Wales,18710,Yass Valley,1045,1245,1235,1139,768,658,866,1103,1374,1248,1254,1114,999,891,630,441,267,287,16564
1,New South Wales,18750,Young,840,942,892,865,658,605,583,723,774,822,783,750,805,846,585,458,315,342,12588
1,New South Wales,19399,Unincorporated NSW,87,80,41,35,47,51,88,91,50,67,99,91,85,71,42,36,12,16,1089
2,Victoria,20110,Alpine,517,698,716,679,334,318,450,573,773,823,970,1048,973,956,710,559,354,407,11858
2,Victoria,20260,Ararat,561,674,629,614,465,509,570,606,685,763,814,829,819,738,575,474,356,347,11028
2,Victoria,20570,Ballarat,6645,6537,6275,7093,8139,6750,6278,6151,6521,6377,6410,6187,5680,5168,3922,2999,2220,2226,101578
2,Victoria,20660,Banyule,8148,7509,6617,7397,8698,8545,8800,8957,9049,8210,8283,7823,6984,6617,4905,3626,2767,3297,126232
2,Victoria,20740,Bass Coast,1746,1948,1739,1546,1196,1585,1784,1832,2106,2035,2098,2265,2381,2590,1952,1382,919,929,32033
2,Victoria,20830,Baw Baw,2981,3048,2902,3074,2399,2451,2573,2525,2880,2920,3240,3427,3232,3030,2238,1652,1035,1031,46638
2,Victoria,20910,Bayside,5600,6891,6964,6331,6015,4262,4271,5522,7950,8047,7757,6918,6230,5645,4201,2956,2355,3406,101321
2,Victoria,21010,Benalla,691,791,743,863,574,635,513,587,735,831,1059,1156,1136,970,714,583,429,486,13496
2,Victoria,21110,Boroondara,8365,9961,10673,12257,15438,13459,11450,9682,11698,12547,12196,10802,9166,8206,6062,4512,3648,4665,174787
2,Victoria,21180,Brimbank,13357,12132,11657,12652,15088,16574,16130,13710,13705,12901,12411,11979,10768,9246,6431,4602,3126,2963,199432
2,Victoria,21270,Buloke,297,386,400,327,196,216,224,262,381,432,431,476,465,382,305,298,207,267,5952
2,Victoria,21370,Campaspe,2151,2357,2442,2464,1629,1717,1727,1798,2262,2467,2786,2599,2392,2364,1989,1404,1079,1120,36747
2,Victoria,21450,Cardinia,7550,7066,6390,6085,6095,6677,6910,6118,6559,6166,5701,5044,4054,3758,2641,1778,1134,1158,90884
2,Victoria,21610,Casey,22757,22322,20040,21233,20643,20761,22979,21798,22052,20372,18840,16035,12883,10293,7293,5177,3364,3369,292211
2,Victoria,21670,Central Goldfields,674,748,746,667,428,504,489,566,732,762,892,983,968,987,843,710,420,456,12575
2,Victoria,21750,Colac-Otway,1149,1166,1207,1190,1017,1023,1082,1060,1250,1294,1432,1516,1529,1374,1055,732,590,589,20255
2,Victoria,21830,Corangamite,887,1134,1045,1096,637,633,647,764,955,1079,1192,1127,1015,960,814,701,477,508,15671
2,Victoria,21890,Darebin,9604,8038,6619,6632,11640,14947,15058,12539,11579,10257,8770,7762,6084,5407,4669,4163,3469,3644,150881
2,Victoria,22110,East Gippsland,2315,2628,2548,2457,1660,1728,1931,2106,2485,2552,3050,3366,3614,3777,2975,2109,1410,1284,43995
2,Victoria,22170,Frankston,9108,8586,7851,8262,9094,9606,9892,9222,9688,9426,9308,8560,7434,6537,4777,3610,2442,2568,135971
2,Victoria,22250,Gannawarra,532,530,595,601,401,347,433,434,552,657,706,732,796,740,662,545,382,374,10019
2,Victoria,22310,Glen Eira,9381,9173,8042,8066,10354,11989,11690,10151,11320,9970,9175,8239,7093,6160,4171,3645,3093,4591,146303
2,Victoria,22410,Glenelg,991,1080,1228,1260,725,746,997,1092,1237,1352,1521,1575,1439,1219,1001,696,518,481,19158
2,Victoria,22490,Golden Plains,1469,1630,1663,1447,902,889,1234,1318,1607,1657,1620,1454,1298,1128,659,371,225,238,20809
2,Victoria,22620,Greater Bendigo,7112,7201,6790,7176,7550,6775,6668,6452,6890,6831,7055,7017,6495,5776,4398,3276,2438,2537,108437
2,Victoria,22670,Greater Dandenong,10709,8803,8303,9376,11484,13946,13739,10293,9648,9157,8710,8750,7603,6942,5186,4126,2998,2966,152739
2,Victoria,22750,Greater Geelong,14252,14176,13518,14532,15397,14531,14632,14093,15262,14673,15298,14790,13481,12711,9478,7272,5442,5882,229420
